"observation_id","occurrence_id","name_submitted","family","genus","latitude","longitude","decimalLatitude","decimalLongitude","country","country_code","state_province","county_parish","municipality","country_raw","state_province_raw","county_raw","municipality_raw","political_units_raw","locality","verbatim_locality","locality_notes","island","island_group","water_body","date_collected","event_year","event_month","event_day","collector","catalog_number","record_number","basis_of_record","occurrence_status","establishment_means","verbatim_elevation","elevation_m","elevation_min_m","elevation_max_m","coordinate_uncertainty_m","geodetic_datum","georeference_remarks","habitat","occurrence_remarks","source_citation","source_url","source_file","source_sheet","original_row_number","taxon_scrub_status","tnrs_matched_name","gnrs_status","gvs_status","nsr_native_status"
"gosline_2023_35","14554","MaterialCitation",,,7.7,-8.4,7.7,-8.4,,"GN",,,,,,,,"countryCode=GN",,,,,,,"30/11/2007",,,7,"Nimba Botanic Team","WAG.1707730","JR 957","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",35,"UNRESOLVED",,,,
"gosline_2023_36","19105","MaterialCitation",,,7.97,-9.11,7.97,-9.11,,"GN",,,,,,,,"countryCode=GN",,,,,,,"14/05/2011",,,11,"Jongkind, CCH","WAG.1707705","10805","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",36,"UNRESOLVED",,,,
"gosline_2023_37","19847","MaterialCitation",,,7.65,-8.33,7.65,-8.33,,"GN",,,,,,,,"countryCode=GN",,,,,,,"02/12/2007",,,7,"Jongkind, CCH","WAG.1428655","8156","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",37,"UNRESOLVED",,,,
"gosline_2023_38","24228","MaterialCitation",,,7.7,-8.4,7.7,-8.4,,"GN",,,,,,,,"countryCode=GN",,,,,,,"30/11/2007",,,7,"Nimba Botanic Team","WAG.1428708","WH 1174","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",38,"UNRESOLVED",,,,
"gosline_2023_39","19845","MaterialCitation",,,7.64,-8.34,7.64,-8.34,,"GN",,,,,,,,"countryCode=GN",,,,,,,"02/12/2007",,,7,"Jongkind, CCH","WAG0144036","8153","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",39,"UNRESOLVED",,,,
"gosline_2023_40","25719","MaterialCitation",,,7.67,-8.39,7.67,-8.39,,"GN",,,,,,,,"countryCode=GN",,,,,,,"06/02/2012",,,12,"Bidault, E","MO-2451039","248","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",40,"UNRESOLVED",,,,
"gosline_2023_41","27043","MaterialCitation",,,10.05,-10.78,10.05,-10.78,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"ParisGBIF","P05611687","s.n.","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",41,"UNRESOLVED",,,,
"gosline_2023_42","1865","MaterialCitation",,,10.67,-14.7,10.67,-14.7,,"GN",,,,,,,,"countryCode=GN",,,,,,,"26/11/2013",,,13,"Guilavogui, K","K000749979","687","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",42,"UNRESOLVED",,,,
"gosline_2023_43","14132","MaterialCitation",,,7.67,-8.44,7.67,-8.44,,"GN",,,,,,,,"countryCode=GN",,,,,,,"23/11/2007",,,7,"Nimba Botanic Team","WAG.1316599","JC 148","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",43,"UNRESOLVED",,,,
"gosline_2023_44","18676","MaterialCitation",,,7.87,-9.1,7.87,-9.1,,"GN",,,,,,,,"countryCode=GN",,,,,,,"26/04/2011",,,11,"Jongkind, CCH","WAG.1316542","10361","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",44,"UNRESOLVED",,,,
"gosline_2023_45","4156","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"Jacques-Félix, H","Lisowski","127","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",45,"UNRESOLVED",,,,
"gosline_2023_46","1363","MaterialCitation",,,10.6523,-9.8832,10.6523,-9.8832,,"GN",,,,,,,,"countryCode=GN",,,,,,,"12/03/1967",,,67,"Lisowski, S","POZG-V-0061467","25340","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",46,"UNRESOLVED",,,,
"gosline_2023_47","13290","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"Lisowski, S","Lisowski","80861","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",47,"UNRESOLVED",,,,
"gosline_2023_48","17716","MaterialCitation",,,9.7,-13.38,9.7,-13.38,,"GN",,,,,,,,"countryCode=GN",,,,,,,"28/11/1940",,,40,"Chillou, J","WAG.1355848","2247","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",48,"UNRESOLVED",,,,
"gosline_2023_49","1218","MaterialCitation",,,11.6,-11.23,11.6,-11.23,,"GN",,,,,,,,"countryCode=GN",,,,,,,"16/11/2018",,,18,"Molmou D","K000986924","1948","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",49,"UNRESOLVED",,,,
"gosline_2023_50","13644","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"Lisowski, S","Lisowski","24786","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",50,"UNRESOLVED",,,,
"gosline_2023_51","12220","MaterialCitation",,,10.38,-9.35,10.38,-9.35,,"GN",,,,,,,,"countryCode=GN",,,,,,,"16/12/1966",,,66,"Lisowski, S","BR0000019040264","80503","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",51,"UNRESOLVED",,,,
"gosline_2023_52","1717","MaterialCitation",,,10.74,-11.57,10.74,-11.57,,"GN",,,,,,,,"countryCode=GN",,,,,,,"16/08/2012",,,12,"Haba, PM","K001393839","392","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",52,"UNRESOLVED",,,,
"gosline_2023_53","1402","MaterialCitation",,,9.93,-12.32,9.93,-12.32,,"GN",,,,,,,,"countryCode=GN",,,,,,,"29/04/2012",,,12,"Cheek, M","K000024655","16607","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",53,"UNRESOLVED",,,,
"gosline_2023_54","14126","MaterialCitation",,,7.68,-8.39,7.68,-8.39,,"GN",,,,,,,,"countryCode=GN",,,,,,,"26/11/2007",,,7,"Nimba Botanic Team","WAG.1482775","WH 653","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",54,"UNRESOLVED",,,,
"gosline_2023_55","15157","MaterialCitation",,,7.66,-8.31,7.66,-8.31,,"GN",,,,,,,,"countryCode=GN",,,,,,,"11/05/1973",,,73,"Adam, J-G","WAG.1482958","27509","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",55,"UNRESOLVED",,,,
"gosline_2023_56","13624","MaterialCitation",,,7.69,-8.43,7.69,-8.43,,"GN",,,,,,,,"countryCode=GN",,,,,,,"21/03/2009",,,9,"Haba, O-O","WAG0320598","97","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",56,"UNRESOLVED",,,,
"gosline_2023_57","18359","MaterialCitation",,,10.65,-9.9,10.65,-9.9,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"Paroisse, G","WAG.1483469","30","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",57,"UNRESOLVED",,,,
"gosline_2023_58","19896","MaterialCitation",,,7.69,-8.41,7.69,-8.41,,"GN",,,,,,,,"countryCode=GN",,,,,,,"14/08/2008",,,8,"Jongkind, CCH","WAG.1483661","8339","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",58,"UNRESOLVED",,,,
"gosline_2023_59","18707","MaterialCitation",,,8,-8.23,8,-8.23,,"GN",,,,,,,,"countryCode=GN",,,,,,,"19/03/1909",,,9,"Chevalier, AJB","WAG.1483737","20952","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",59,"UNRESOLVED",,,,
"gosline_2023_60","19667","MaterialCitation",,,7.69,-8.41,7.69,-8.41,,"GN",,,,,,,,"countryCode=GN",,,,,,,"11/07/2007",,,7,"Jongkind, CCH","WAG0049716","7928","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",60,"UNRESOLVED",,,,
"gosline_2023_61","27660","MaterialCitation",,,9.754,-13.30725,9.754,-13.30725,,"GN",,,,,,,,"countryCode=GN",,,,,,,"01/10/2015",,,15,"Cheek, M","K001393662","18200","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",61,"UNRESOLVED",,,,
"gosline_2023_62","9672","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"Lisowski, S","Lisowski","obs.","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",62,"UNRESOLVED",,,,
"gosline_2023_63","20352","MaterialCitation",,,9.71,-13.38,9.71,-13.38,,"GN",,,,,,,,"countryCode=GN",,,,,,,"28/05/1939",,,39,"Chillou, J","WAG.1490153","1472","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",63,"UNRESOLVED",,,,
"gosline_2023_64","10608","MaterialCitation",,,10.1828,-14.0394,10.1828,-14.0394,,"GN",,,,,,,,"countryCode=GN",,,,,,,"06/02/1979",,,79,"Lisowski, S","POZG-V-0040696","51464","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",64,"UNRESOLVED",,,,
"gosline_2023_65","17938","MaterialCitation",,,7.64,-8.33,7.64,-8.33,,"GN",,,,,,,,"countryCode=GN",,,,,,,"24/10/2012",,,12,"Jongkind, CCH","WAG.1488157","11575","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",65,"UNRESOLVED",,,,
"gosline_2023_66","14717","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,"16/05/1951",,,51,"Adam, J-G","P01191385","30452","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",66,"UNRESOLVED",,,,
"gosline_2023_67","2532","MaterialCitation",,,11.3,-10.71,11.3,-10.71,,"GN",,,,,,,,"countryCode=GN",,,,,,,"01/12/1898",,,98,"Maclaud, C","P00434402","24","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",67,"UNRESOLVED",,,,
"gosline_2023_68","3538","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"sc","P00434417","s.n.","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",68,"UNRESOLVED",,,,
"gosline_2023_69","15177","MaterialCitation",,,9.45,-12.85,9.45,-12.85,,"GN",,,,,,,,"countryCode=GN",,,,,,,"16/02/1899",,,99,"sc","P02088740","s.n.","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",69,"UNRESOLVED",,,,
"gosline_2023_70","11595","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"Jacques-Félix, H","Lisowski","1525","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",70,"UNRESOLVED",,,,
"gosline_2023_71","7340","MaterialCitation",,,8.38,-8.38,8.38,-8.38,,"GN",,,,,,,,"countryCode=GN",,,,,,,"07/12/2007",,,7,"Burgt, XM van der","K000615156","1095","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",71,"UNRESOLVED",,,,
"gosline_2023_72","8209","MaterialCitation",,,8.54,-8.89,8.54,-8.89,,"GN",,,,,,,,"countryCode=GN",,,,,,,"06/09/2008",,,8,"Haba, PM","K000460545","135","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",72,"UNRESOLVED",,,,
"gosline_2023_73","2637","MaterialCitation",,,9.73,-13.29,9.73,-13.29,,"GN",,,,,,,,"countryCode=GN",,,,,,,"27/07/2014",,,14,"Molmou D","K000795905","711","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",73,"UNRESOLVED",,,,
"gosline_2023_74","341","MaterialCitation",,,9.6319,-13.5921,9.6319,-13.5921,,"GN",,,,,,,,"countryCode=GN",,,,,,,"11/07/1963",,,63,"Lisowski, S","POZG-V-0051119","92056","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",74,"UNRESOLVED",,,,
"gosline_2023_75","17300","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,"16/11/1961",,,61,"Portères, R","P00957609","113","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",75,"UNRESOLVED",,,,
"gosline_2023_76","10337","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"Pobéguin, CHO","Lisowski","101","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",76,"UNRESOLVED",,,,
"gosline_2023_77","21330","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,"01/07/1905",,,5,"Chevalier, AJB","P00187871","13976","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",77,"UNRESOLVED",,,,
"gosline_2023_78","26564","MaterialCitation",,,10.28,-12.23,10.28,-12.23,,"GN",,,,,,,,"countryCode=GN",,,,,,,"01/11/1906",,,6,"Pobéguin, CHO","MO:Tropicos:100445773","1482","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",78,"UNRESOLVED",,,,
"gosline_2023_79","14540","MaterialCitation",,,7.62,-8.43,7.62,-8.43,,"GN",,,,,,,,"countryCode=GN",,,,,,,"17/07/2008",,,8,"Nimba Botanic Team","WAG.1162080","PD 1751","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",79,"UNRESOLVED",,,,
"gosline_2023_80","19824","MaterialCitation",,,7.65,-8.42,7.65,-8.42,,"GN",,,,,,,,"countryCode=GN",,,,,,,"29/11/2007",,,7,"Jongkind, CCH","WAG.1163377","8129","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",80,"UNRESOLVED",,,,
